,id,car_model,brand
961,962,Passport,Honda
962,963,RX,Lexus
963,964,DTS,Cadillac
964,965,Integra,Acura
965,966,Spirit,Dodge
966,967,E150,Ford
967,968,2500 Club Coupe,GMC
968,969,Acadia,GMC
969,970,944,Porsche
970,971,Reatta,Buick
971,972,GTO,Pontiac
972,973,Cabriolet,Volkswagen
973,974,F-Series,Ford
974,975,LeSabre,Buick
975,976,Sonoma,GMC
976,977,Mazda6 5-Door,Mazda
977,978,Camaro,Chevrolet
978,979,612 Scaglietti,Ferrari
979,980,Civic,Honda
980,981,Yukon,GMC
981,982,A6,Audi
982,983,Xterra,Nissan
983,984,SC,Lexus
984,985,SC,Lexus
985,986,Grand Marquis,Mercury
986,987,Silverado 3500HD,Chevrolet
987,988,Eurovan,Volkswagen
988,989,Tracker,Chevrolet
989,990,Explorer,Ford
990,991,LeSabre,Buick
991,992,F-Series,Ford
992,993,G,Infiniti
993,994,S-Class,Mercedes-Benz
994,995,Expedition,Ford
995,996,Mustang,Ford
996,997,RX,Lexus
997,998,Neon,Plymouth
998,999,Alliance,Renault
999,1000,Sidekick,Suzuki
